huc12,HUC12_Name
031102021102,Lower Little Alapaha River
031102021201,Dixon Mill Creek-Alapaha River
031102021202,Reedy Creek-Alapaha River
031102021203,Cow Creek
031102021204,Boggy Bay-Alapaha River
031102021205,Knights Branch-Alapah River
031102021206,Alligator Creek
031102021207,West Lake
031102021208,Sasser Landing Cemetary-Alapaha River
031102030101,Hardy Mill Creek
031102030102,Cypress Creek
031102030103,Hog Creek
031102030104,Flat Creek-Withlacoochee River
031102030201,Upper New River
031102030202,Middle New River
031102030203,Brushy Creek
031102030204,Lower New River
031102030301,Upper Cat Creek
031102030302,Lower Cat Creek
031102030401,Bear Creek
031102030402,Youngs Mill Creek
031102030403,Hutchinson Mill Creek
031102030404,Valdosta-Withlacoochee River
031102030501,Upper Okapilco Creek
031102030502,Hog Creek
031102030503,Little Creek-Okapilco Creek
031102030504,Rainy Creek-Okapilco Creek
031102030601,Mule Creek
031102030602,Little Creek
031102030603,Lower Okapilco Creek
031102030701,Upper Piscola Creek
031102030702,Middle Piscola Creek
031102030703,Lower Piscola Creek
031102030801,Millrace Creek
031102030802,Tiger Creek-Withlacoochee River
031102030803,Clyatt Mill Creek
031102030804,Redland Creek
031102030901,Jumping Gully Creek
031102030902,Lake Alcyone-Withlacoochee River
031102030903,Lake Octahatchee
031102030904,Cherry Lake
031102030905,Blue Springs-Withlacoochee River
031102030906,Lake Francis
031102030907,Norton Creek
031102030908,Lower Withlacoochee River
031102040101,Ashburn Branch-Little River
031102040102,Wiltons Lake-Little River
031102040103,Daniels Creek
031102040104,Whiddons Mill Creek-Little River
031102040105,Cow House Branch-Little River
031102040106,Arnold Creek
031102040107,Gum Creek
031102040108,Lake Larry-Little River
031102040201,Little Creek
031102040202,Upper Ty Ty Creek
031102040203,Johns Creek-Ty Ty Creek
031102040204,Little Creek
031102040205,Lower Ty Ty Creek
031102040301,Upper Warrior Creek
031102040302,Town Creek
031102040303,Briar Branch-Warrior Creek
031102040304,Horse Creek
031102040305,Lolly Creek
031102040306,Rocky Creek-Warrior Creek
031102040307,Lower Warrior Creek
031102040401,Upper Indian Creek
031102040402,Bear Creek
031102040403,Lower Indian Creek
031102040404,Bull Creek
031102040405,Reed Bingham Park Lake
031102040501,Wells Mill Creek
031102040502,Meetinghouse Branch-Little River
031102040503,Slaughter Creek
031102040504,Franks Creek
031102040505,Lower Little River
031102050101,Dempsey Lake
031102050102,Suwannee River Power Plant
031102050103,Patterson Sink
031102050104,Mill Creek-Suwannee River
031102050105,Sugar Creek
031102050201,Fourmile Creek
031102050202,Blue Spring-Suwannee River
031102050203,Old Grassy Lake
031102050301,Little Hell Lake
031102050302,West Blue Lake
031102050303,Tenmile Hollow
031102050304,Peacock Slough
031102050305,Allon Lake
031102050401,Upper Little River
031102050402,Blue Lake
031102050403,Lower Little River
031102050404,Upper South Suwannee Slough
031102050405,Pickel Lake
031102050406,Lower South Suwannee Slough
031102050407,Little River Springs
031102050501,Wampee Ponds
031102050502,Branford Springs
031102050503,Upper Mallory Swamp
031102050504,Rock Bluff Spring
031102050601,Lower Mallory Swamp
031102050602,Tenmile Prairie
031102050603,Sun Springs
031102050604,North Old Town Hammock
031102050701,Bell Springs
031102050702,Fanning Springs Slough
031102050703,Wacasassa Slough
031102050704,Manatee Springs
031102050801,Long Pond Slough
031102050802,Long Pond
031102050803,Cedar Branch
031102050804,Sand Fly Creek
031102050805,Suwannee River
031102060101,Sante Fe Lake
031102060102,Alligator Creek-Sante Fe River
031102060103,Lake Sampson
031102060104,Sante Fe Drain
031102060201,New River Swamp
031102060202,Alligator Creek-New River
031102060203,"031102060203 in Bradford and Union, FL"
031102060204,Water Oak Creek
031102060205,Turkey Creek Swamp-New River
031102060206,McKinney Branch
031102060207,Richard Creek
031102060208,Fivemile Creek
031102060301,"031102060301 in Alachua, FL"
031102060302,Rocky Creek-Sante Fe River
031102060303,"031102060301 in Alachua and Bradford, FL"
031102060304,"031102060301 in Alachua and Bradford, FL"
031102060401,Upper Olustee Creek
031102060402,Swift Creek Pond
031102060403,Swift Creek-Olustee Creek
031102060404,Lower Olustee Creek
031102060405,Fern Pond
031102060501,Sanchez Prairie
031102060502,Mill Creek Sink
031102060503,Sante Fe River-River Sink
031102060504,River Rise
031102060505,Lilly Spring
031102060506,Ginnie Springs
031102060601,Alligator Lake-Ichetucknee River
031102060602,Cannon Creek
031102060603,Rose Creek-Ichetucknee River
031102060604,Cypress Lake-Ichetucknee River
031102060605,Ichetucknee Draw
031102060606,Ichetucknee River
031102060701,Cow Creek Slough
031102060702,"031102060702 in Gilchrist, FL"
031102060703,Cow Creek-Sante Fe River
031102060704,Double Pond
031200010101,Pine Creek
031200010102,McKeever Slough-Wards Creek
031200010201,Wards Creek
031200010202,Dry Creek
031200010203,Lake Miccosukee
031200010301,Patty Sink
031200010302,Bird Sink
031200010303,Lloyd Creek
031200010401,Lake Killarney
031200010402,Alford Arm
031200010403,Lake Ella
031200010404,Lake Lafayette
031200010501,Burnt Mill Creek
031200010502,"031200010502 in Leon and Jefferson, FL"
031200010503,Chicken Branch
031200010504,Hamlin Branch
031200010601,Lake Bradford
031200010602,Black Swamp-Lake Munson
031200010603,Lake Munson
031200010604,Shepherd Branch
031200010605,McBride Slough
031200010701,Fisher Creek
031200010702,Black Creek-Wakulla Springs
031200010703,Jump Creek
031200010704,Wakulla Springs
031200010801,Upper Lost Creek
031200010802,Middle Lost Creek
031200010803,Lower Lost Creek
031200010901,Springs Creek
031200010902,Goose Creek-Walker Creek Frontal
031200010903,Old Creek-Skipper Creek Frontal
031200011001,Wakulla River
031200011002,East River
031200011003,Lower St. Marks River
031200011101,Featherbed Bay
031200011102,Stone Bayou-Catfish Creek Frontal
031200011103,Pinhook River
031200011200,Apalachee Bay-Gulf of Mexico
031200020101,Upper Ochlockonee River
031200020102,Little Ochlockonee River
031200020103,Wolf Pit Branch-Ochlockonee River
031200020104,Demott Lake-Ochlockonee River
031200020105,Little Creek
031200020106,Big Creek-Ochlockonee River
031200020201,Upper Bridge Creek
031200020202,Middle Bridge Creek
031200020203,Lower Bridge Creek
031200020301,Griffin Lake-Ochlockonee River
031200020302,Upper Big Creek
031200020303,Lower Big Creek
031200020304,Coon Creek-Ochlockonee River
031200020401,Upper Little Ochlockonee Creek
031200020402,Middle Little Ochlockonee Creek
031200020403,Lost Creek
031200020404,Big Creek
031200020405,Lower Little Ochlockonee Creek
031200020501,West Branch Barnetts Creek
031200020502,Upper Barnetts Creek
031200020503,East Branch Barnetts Creek
031200020504,Lower Barnetts Creek
031200020601,Oquina Creek
031200020602,Pine Creek-Ochlockonee River
031200020701,Upper Tired Creek
031200020702,Wolf Creek
031200020703,Middle Tired Creek
031200020704,Little Tired Creek
031200020705,Turkey Creek
031200020706,Lower Tired Creek
031200020801,Brumbley Creek
031200020802,Lees Creek-Ochlockonee River
031200020803,Wolf Creek-Ochlockonee River
031200030101,Bryants Mill Creek
031200030102,Shaw Creek
031200030103,Foshalee Lake
031200030104,Pickle Pond
031200030105,Lake Iamonia
031200030106,Orchard Pond
031200030201,Upper Attapulgus Creek
031200030202,Middle Attapulgus Creek
031200030203,Little Attapulgus Creek
031200030204,Upper Swamp Creek
031200030205,Lower Swamp Creek
031200030206,Upper Willacoochee Creek
031200030207,Lower Willacoochee Creek
031200030208,Lower Attapulgus Creek
031200030301,Lake Jackson
031200030302,Reed Swamp
031200030303,Holley Branch
031200030401,Upper Quincy Creek
031200030402,Lower Quincy Creek
031200030403,Crab Creek-Upper Little River
031200030404,Lower Little River-Lake Talquin
031200030501,Upper Rocky Comfort Creek
031200030502,Lower Rocky Comfort Creek
031200030601,Tallahassee Creek
031200030602,Indian Springs
031200030603,Mule Creek
031200030604,White Panther Creek
031200030605,Mill Branch-Telogia Creek
031200030701,Devil's Branch-Telogia Creek
031200030702,Panther Creek-Telogia Creek
031200030703,Big Creek-Telogia Creek
031200030704,Stokes Branch
031200030705,Telogia Creek
031200030801,East Lake Talquin
031200030802,Ocklawaha Creek
031200030803,Central Lake Talquin
031200030804,West Lake Talquin
031200030805,Reedy Creek
031200030901,Highlog Lake
031200030902,Whitehead Lake
031200030903,Hitchcock Lake
031200031001,Upper Sopchoppy River
031200031002,Monkey Creek
031200031003,Middle Sopchoppy River
031200031101,Buckhorn Creek-Sopchoppy River
031200031102,Lower Sopchoppy River
031200031201,Suffret Creek
031200031202,Womack Creek Swamp
031200031203,Upper Crooked River
031200031204,Ochlockonee Bay
031300010101,Headwaters Chattahoochee River
031300010102,Smith Creek-Chattahoochee River
031300010103,Dukes Creek
031300010104,Chickamauga Creek
031300010105,Amys Creek-Chattahoochee River
031300010106,Blue Creek-Chattahoochee River
031300010201,Headwaters Soquee River
031300010202,Upper Soquee River
031300010203,Deep Creek
031300010204,Middle Soquee River
031300010205,Hazel Creek
031300010206,Lower Soquee River
031300010301,White Creek-Chattahoochee River
031300010302,Mossy Creek
031300010303,Mud Creek
031300010304,Flat Creek-Chattahoochee River
031300010305,Limestone Creek-Lake Sidney Lanier
031300010401,Wahoo Creek
031300010402,West Fork Little River
031300010403,East Fork Little River
031300010404,Little River-Lake Sidney Lanier
031300010501,Dicks Creek
031300010502,Upper Tesnatee Creek
031300010503,Town Creek
031300010504,Lower Tesnatee Creek
031300010505,Tate Creek-Chestatee River
031300010601,Cavenders Creek-Chestatee River
031300010602,Yahoola Creek
031300010603,Cane Creek
031300010604,Long Branch-Chestatee River
031300010701,Yellow Creek-Chestatee River
031300010702,Thompson Creek-Chestatee River
031300010703,Latham Creek
031300010704,Taylor Creek
031300010705,Martin Creek-Lake Sidney Lanier
031300010801,Upper Lake Sidney Lanier
031300010802,Flat Creek
031300010803,Sixmile Creek
031300010804,Middle Lake Sidney Lanier
031300010805,Bald Ridge Creek
031300010806,Lower Lake Sidney Lanier
031300010901,James Creek-Chattahoochee River
031300010902,Level Creek-Chattahoochee River
031300010903,Ivy Creek
031300010904,Suwanee Creek
031300010905,Cauley Creek-Chattahoochee River
031300010906,Johns Creek
031300010907,Crooked Creek-Chattahoochee River
031300011001,Headwaters Big Creek
031300011002,Upper Big Creek
031300011003,Middle Big Creek
031300011004,Lower Big Creek
031300011101,Willeo Creek
031300011102,March Creek-Chattahoochee River
031300011103,Sope Creek
031300011104,Rottenwood Creek
031300011105,Long Island Creek-Chattahoochee River
031300011106,Camp Bert Adams Lake-Chattahoochee River
031300011201,North Fork Peachtree Creek
031300011202,South Fork Peachtree Creek
031300011203,Nancy Creek
031300011204,Peachtree Creek
031300020101,Proctor Creek-Chattahoochee River
031300020102,Nickajack Creek
031300020103,Utoy Creek
031300020104,Wilson Creek-Chattahoochee River
031300020201,Upper Sweetwater Creek
031300020202,Lick Log Creek-Mill Creek
031300020203,Middle Sweetwater Creek
031300020204,Powder Springs Creek
031300020205,Upper Noses Creek
031300020206,Lower Noses Creek
031300020207,Olley Creek
031300020208,Lower Sweetwater Creek
031300020301,Camp Creek
031300020302,Deep Creek
031300020303,Anneewakee Creek
031300020304,Tuggle Creek-Chattahoochee River
031300020305,Pea Creek
031300020306,Baldwin Creek-Bear Creek
031300020307,Bear Creek
031300020308,Upper Dog River
031300020309,Lower Dog River
031300020310,Wolf Creek
031300020311,Snake Creek
031300020312,White Oak Creek-Chattahoochee River
031300020401,Cedar Creek
031300020402,Wahoo Creek
031300020403,Acorn Creek-Chattahoochee River
031300020404,Whooping Creek
031300020405,Yellowdirt Creek
031300020406,Upper Centralhatchee Creek
031300020407,Lower Centralhatchee Creek
031300020408,Pink Creek-Chattahoochee River
031300020501,Sandy Creek
031300020502,Mountain Creek
031300020503,Upper New River
031300020504,Caney Creek
031300020505,Lower New River
031300020601,Hillabahatchee Creek
031300020602,Town Creek-Hillabahatchee Creek
031300020603,Town of Mason-Cedar Creek
031300020604,Tolieson Branch-Hillabahatchee Creek
031300020605,Brush Creek
031300020606,Zachry Creek-Chattahoochee River
031300020607,Potato Creek
031300020608,Wolf Creek-West Point Lake
031300020701,Colley Lake-Yellowjacket Creek
031300020702,Blue Creek-Yellowjacket Creek
031300020703,Flat Creek
031300020704,Upper Beech Creek
031300020705,Lower Beech Creek
031300020706,Shoal Creek
031300020707,Yellowjacket Creek-West Point Lake
031300020801,Whitewater Creek
031300020803,Little Wehadkee Creek
031300020805,Veasey Creek-West Point Lake
031300020806,Lower Wehadkee Creek
031300020807,Wilson Creek-West Point Lake
031300020808,Lower West Point Lake
031300020903,Barrow Creek-Chattahoochee River
031300020904,Blue John Creek
031300020905,Upper Long Cane Creek
031300020906,Lower Long Cane Creek
031300020908,Crow Hop-Chattahoochee River
031300021001,Upper Flat Shoal Creek
031300021002,Odessadale
031300021003,Upper Sulphur Creek
031300021004,Lower Sulphur Creek
031300021005,Middle Flat Shoal Creek
031300021006,Mud Creek
031300021007,House Creek
031300021008,Lower Flat Shoal Creek
031300021101,Upper Mountain Creek
031300021102,Lower Mountain Creek
031300021103,Mountain Oak Creek
031300021109,Bartletts Ferry Dam-Chattahoochee River
031300021201,Upper Mulberry Creek
031300021202,Sparks Creek
031300021203,Dowdell Creek
031300021204,Palmetto Creek
031300021205,Middle Mulberry Creek
031300021206,Ossahatchie Creek
031300021207,Little Branch
031300021208,Lower Mulberry Creek
031300021302,Mill Creek-Chattahoochee River
031300021303,Douglas Creek
031300021304,Heiferhorn Creek
031300021305,Standing Boy Creek
031300021306,Soap Creek-Chattahoochee River
031300030101,Upper South Fork Upatoi Creek
031300030102,Lower South Fork Upatoi Creek
031300030103,Black Creek
031300030104,Juniper Creek
031300030105,Kings Mill Creek-Upatoi Creek
031300030106,Baker Creek
031300030107,Kendall Creek-Upatoi Creek
031300030108,Averetts Pond-Upatoi Creek
031300030201,Upper Pine Knot Creek
031300030202,Lower Pine Knot Creek
031300030203,Upper Randall Creek
031300030204,Lower Randall Creek
031300030205,Wolf Creek-Upatoi Creek
031300030206,Upper Ochillee Creek
031300030207,Lower Ochillee Creek
031300030208,Tiger Creek-Upatoi Creek
031300030302,Flatrock Creek-Bull Creek
031300030303,Cooper Creek-Bull Creek
031300030304,Moon Lake-Chattahoochee River
031300030305,Cochgalechee Creek
031300030306,Broken Arrow Creek-Chattahoochee River
031300030601,Oswichee Creek
031300030602,Red Mill Creek-Chattahoochee River
031300030603,Upper Hichitee Creek
031300030604,Lower Hichitee Creek
031300030606,Snake Creek-Chattahoochee River
031300030701,Upper Hannahatchee Creek
031300030702,Broach Creek
031300030703,Middle Hannahatchee Creek
031300030704,Colochee Creek
031300030705,Lower Hannahatchee Creek
031300030804,Hatchechubbee Creek-Chattahoochee River
031300030901,Grass Creek
031300030902,Turner Creek
031300030903,Cliatt Branch-Chattahoochee River
031300030904,Little Barbour Creek
031300030905,Cool Branch-Chattahoochee River
031300031302,Foy's Pond-Chattahoochee River
031300031303,Tobannee Creek-Chattahoochee River
031300031313,Drag Nasty Creek-Chattahoochee River
031300031401,Wimberly Mill Branch-Hodchodkee Creek
031300031402,Day Creek-Hodchodkee Creek
031300031403,Foreman Mill Branch-Hodchodkee Creek
031300031404,Bladen Creek-Hodchodkee Creek
031300031405,Smithee Jack Creek-Hodchodkee Creek
031300031501,Clear Creek-Pataula Creek
031300031502,Little Creek-Pataula Creek
031300031503,Brier Creek-Pataula Creek
031300031504,Pumpkin Creek
031300031505,Phillips Pond-Pataula Creek
031300031506,Upper Holanna Creek
031300031507,Lower Holanna Creek
031300031508,Wilkey Creek-Pataula Creek
031300031600,Thomas Mill-Walter F. George Reservoir
031300040101,Hog Creek
031300040102,Upper Cemochehobee Creek
031300040103,Lower Cemochehobee Creek
031300040104,McRay Mill Creek-Chattahoochee River
031300040201,Little Kolomoki Creek
031300040202,North Prong Kolomoki Creek
031300040203,Flat Creek
031300040204,Kolomoki Creek
031300040205,Grimsley Mill Branch-Factory Creek
031300040206,Bennett Mill Creek-Chattahoochee River
031300040501,Brickyard Creek-Chattahoochee River
031300040503,Coheelee Creek
031300040504,Baker Creek-Chattahoochee River
031300040702,Wilson Creek-Chattahoochee River
031300040703,Woods Branch-Chattahoochee River
031300040704,Upper Sawhatchee Creek
031300040705,Middle Sawhatchee Creek
031300040706,Sheffield Mill Creek
031300040707,Lower Sawhatchee Creek
031300040708,Kirkland Creek
031300040709,Bryans Creek
031300040710,Town of Jakin-Chattahoochee River
031300040801,Irwin Mill Creek-Chattahoochee River
031300040802,Brenson Pond
031300040803,North Lake Seminole
031300040804,Bateau Pond
031300040805,Race Pond
031300040806,West Lake Seminole
031300050101,Headwaters Flint River
031300050102,Camp Creek
031300050103,Morning Creek
031300050104,Murphy Creek-Flint River
031300050105,Bear Creek
031300050106,Horton Creek-Flint River
031300050107,Wildcat Creek
031300050108,Flat Creek-Flint River
031300050201,Upper Line Creek
031300050202,Shoal Creek
031300050203,Middle Line Creek
031300050204,Upper Whitewater Creek
031300050205,Lower Whitewater Creek
031300050206,Lower Line Creek
031300050301,Headwaters White Oak Creek
031300050302,Upper White Oak Creek
031300050303,Middle White Oak Creek
031300050304,Bear Creek
031300050305,Little White Oak Creek
031300050306,Lower White Oak Creek
031300050401,Upper Red Oak Creek
031300050402,Middle Red Oak Creek
031300050403,Mill Creek
031300050404,Walnut Creek
031300050405,Lower Red Oak Creek
031300050501,Hollonville-Flint River
031300050502,Birch Creek
031300050503,Big Branch
031300050504,Pappys Creek-Flint River
031300050601,Headwaters Elkins Creek
031300050602,Upper Elkins Creek
031300050603,Middle Elkins Creek
031300050604,Lower Elkins Creek
031300050701,Jacks Creek
031300050702,Cane Creek
031300050703,Buck Creek-Flint River
031300050704,Pigeon Creek
031300050705,Turkey Creek-Flint River
031300050801,Upper Lazer Creek
031300050802,Marshall Creek
031300050803,Middle Lazer Creek
031300050804,Coleoatchee Creek
031300050805,Lower Lazer Creek
031300050901,Honey Bee Creek-Potato Creek
031300050902,Turnpike Creek
031300050903,Gola Creek-Potato Creek
031300050904,Little Potato Creek
031300050905,Rose Creek-Potato Creek
031300050906,Tenmile Creek
031300050907,Jerry Reeves Creek-Potato Creek
031300050908,Bell Creek-Potato Creek
031300051001,Upper Tobler Creek
031300051002,Middle Tobler Creek
031300051003,Lower Tobler Creek
031300051004,Upper Swift Creek
031300051005,Lower Swift Creek
031300051101,Upper Richland Creek
031300051102,Lower Richland Creek
031300051103,Gum Creek-Flint River
031300051201,Upper Auchumpkee Creek
031300051202,Middle Auchumpkee Creek
031300051203,Lower Auchumpkee Creek
031300051204,Upper Ulcohatchee Creek
031300051205,Horse Creek
031300051206,Lower Ulcohatchee Creek
031300051301,Matthews Lake-Patsiliga Creek
031300051302,McCants Millpond-Patsiliga Creek
031300051303,Little Patsiliga Creek
031300051304,Beaver Creek
031300051305,Suggs Millpond
031300051401,Big Beech Creek-Flint River
031300051402,Griffin Branch-Flint River
031300051403,Culpepper Creek
031300051404,Avery Creek
031300051405,Lee Creek-Beaver Creek
031300051406,Magnolia Swamp-Beaver Creek
031300051407,Town of Nakomis-Flint River
031300051408,Beaver Creek-Flint River
031300051501,Little Whitewater Creek
031300051502,Upper Whitewater Creek
031300051503,Middle Whitewater Creek
031300051504,Upper Cedar Creek
031300051505,Lower Cedar Creek
031300051506,Meadow Creek
031300051507,Lower Whitewater Creek
031300051601,Gin Creek-Flint River
031300051602,Horse Creek
031300051603,Toteover Creek
031300051604,Town Creek-Flint River
031300060101,Upper Shoal Creek
031300060102,Lower Shoal Creek
031300060103,Gin Creek
031300060104,Bell Lake-Buck Creek
031300060105,Oochee Creek
031300060106,Blackshear Branch
031300060107,Coon Creek-Buck Creek
031300060108,Deer Creek-Buck Creek
031300060109,Town of Schley-Buck Creek
031300060110,Camp Creek
031300060111,Chase Lake-Mill Creek
031300060112,Town of Bartlett-Buck Creek
031300060201,Upper Beaver Creek
031300060202,Lower Beaver Creek
031300060203,Upper Camp Creek
031300060204,Triple Creek
031300060205,Lower Camp Creek
031300060206,Sweetwater Creek
031300060207,Spring Creek-Flint River
031300060301,Upper Hogcrawl Creek
031300060302,Middle Hogcrawl Creek
031300060303,Horsehead Creek
031300060304,Lower Hogcrawl Creek
031300060401,Upper Turkey Creek
031300060402,Middle Turkey Creek
031300060403,Sandy Mount Creek
031300060404,Pennahatchee Creek
031300060405,Little Pennahatchee Creek
031300060406,Pennahatchee Creek-Turkey Creek
031300060407,Lower Turkey Creek
031300060501,Russell Thomas Lake-Flint River
031300060502,Mountain Creek
031300060503,Murray Branch-Flint River
031300060504,Bailey Branch
031300060505,Little Lime Creek
031300060506,Dominy Branch
031300060507,Lime Creek
031300060508,Gleaton Johnson Slough-Flint River
031300060601,Limestone Creek
031300060602,Upper Lake Blackshear
031300060603,Upper Gum Creek
031300060604,Middle Gum Creek
031300060605,Lower Gum Creek
031300060606,Upper Cedar Creek
031300060607,Lower Cedar Creek
031300060608,Upper Swift Creek
031300060609,North Branch Swift Creek
031300060610,Lower Swift Creek
031300060611,Lower Lake Blackshear
031300060701,Dry Branch Creek
031300060702,Upper Chokee Creek
031300060703,Lower Chokee Creek
031300060704,Hawkins Branch-Flint River
031300060705,Upper Jones Creek
031300060706,Lower Jones Creek
031300060707,Philema Branch-Flint River
031300060801,Upper Abrams Creek
031300060802,Little Abrams Creek
031300060803,Joe Creek
031300060804,Lower Abrams Creek
031300060901,Mill Creek
031300060902,Gin Branch-Flint River
031300060903,Upper Piney Woods Creek
031300060904,Lower Piney Woods Creek
031300060905,Turner City-Flint River
031300070101,Peacock Ditch-Kinchafoonee Creek
031300070102,Town of Zellobee-Kinchafoonee Creek
031300070103,Dry Creek
031300070104,Upper Slaughter Creek
031300070105,Lower Slaughter Creek
031300070106,Lanahassee Creek-Kinchafoonee Creek
031300070201,Clear Creek-Kinchafoonee Creek
031300070202,Upper Lanahassee Creek
031300070203,Lower Lanahassee Creek
031300070204,Mud Creek-Kinchafoonee Creek
031300070301,Choctahatchee Creek-Kinchafoonee Creek
031300070302,Hog Branch-Kinchafoonee Creek
031300070303,Pessell Creek-Kinchafoonee Creek
031300070401,Little Bear Creek
031300070402,Long Branch-Bear Creek
031300070403,Holoka Lake-Bear Creek
031300070404,Reedy Creek-Bear Creek
031300070501,Mossy Creek
031300070502,Chokeelagee Creek-Kinchafoonee Creek
031300070503,Sugar Creek-Kinchafoonee Creek
031300070601,031300070601-Kinchafoonee Creek
031300070602,Middle Creek
031300070603,Reedy Creek-Kinchafoonee Creek
031300070604,Fowltown Creek
031300070605,James Pond-Kinchafoonee Creek
031300070701,Walker Williams Lakes-Muckalee Creek
031300070702,Owens Creek-Muckalee Creek
031300070703,Galey Creek
031300070704,Parkers Mill Creek
031300070705,Deer Creek-Muckalee Creek
031300070801,Wolf Creek-Muckalee Creek
031300070802,Bear Branch
031300070803,Philema Creek
031300070804,Fox Creek
031300070805,Fivemile Branch-Muckalee Creek
031300070901,Upper Muckaloochee Creek
031300070902,Middle Muckaloochee Creek
031300070903,Lower Muckaloochee Creek
031300071001,White Oak Branch-Muckalee Creek
031300071002,Coney Lake-Muckalee Creek
031300071003,Machalee Creek-Lake Worth
031300080101,Upper Racoon Creek
031300080102,Oaky Sinks
031300080103,Lower Racoon Creek
031300080104,Wethington Slough
031300080201,East Dougherty
031300080202,Albany-Flint River
031300080203,Upper Dry Creek
031300080204,Weatherby Lake
031300080205,Lower Dry Creek
031300080206,Miller Springs-Flint River
031300080207,Cassidy Pond-Flint River
031300080301,Upper Cooleewahee Creek
031300080302,Percosin Creek
031300080303,Middle Cooleewahee Creek
031300080304,Lower Cooleewahee Creek
031300080401,Long Pond-Flint River
031300080402,Horseshoe Bend-Flint River
031300080501,Rigsby Lake-Big Slough
031300080502,Howell Lake-Big Slough
031300080503,Rock Pond-Big Slough
031300080504,Town of Pelham-Big Slough
031300080505,Big Slough
031300080506,Bay Pole Branch-Big Slough
031300080601,Manbone Branch-Big Slough
031300080602,Cane Water Pond
031300080603,Camp Flats-Big Slough
031300080604,Douglas Lake-Big Slough
031300080701,Davis Pond-Flint River
031300080702,Avery Pond-Flint River
031300080703,West Bainbridge-Flint River
031300080801,Flint River-Lake Seminole
031300080802,Fourmile Creek
031300080803,Sanborn Creek-Dry Creek
031300080804,East Lake Seminole
031300090101,West Fork Ichawaynochaway Creek
031300090102,Headwaters Ichawaynochaway Creek
031300090103,Turkey Creek
031300090104,Wolf Creek-Ichauwaynochaway Creek
031300090201,Upper Little Ichauwaynochaway Creek
031300090202,Lower Little Ichauwaynochaway Creek
031300090301,Walk Ikey Creek
031300090302,Hundred Acre Pond-Ichauwaynochaway Creek
031300090303,Falling Creek
031300090304,Merrett Creek-Ichauwaynochaway Creek
031300090401,Bear Branch-Pachitla Creek
031300090402,Goffs Mill Creek-Pachitla Creek
031300090403,Upper Carter Creek
031300090404,Lower Carter Creek
031300090405,Fountain Bridge-Pachitla Creek
031300090501,Upper Little Pachitla Creek
031300090502,Lower Little Pachitla Creek
031300090503,Neals Creek
031300090504,Boggy Creek-Pachitla Creek
031300090601,Caney Creek-Ichauwaynochaway Creek
031300090602,Mill Creek
031300090603,Alligator Creek-Ichauwaynochaway Creek
031300090701,Upper Kiokee Creek
031300090702,Lower Kiokee Creek
031300090801,Headwaters Chickasawhatchee Creek
031300090802,Brantley Creek
031300090803,Long Pond-Chickasawhatchee Creek
031300090804,Herod Creek
031300090805,Market Branch-Chickasawhatchee Creek
031300090806,West Chickasawhatchee Creek-Chickasawhatchee Creek
031300090901,Spring Creek
031300090902,Wolf Pond-Chickasawhatchee Creek
031300091001,Upper Big Cypress Creek
031300091002,Lower Big Cypress Creek
031300091003,George Sand Pond-Ichauwaynochaway Creek
031300100101,Williams Creek-Spring Creek
031300100102,Perry Creek-Spring Creek
031300100103,Town of Crossroads-Spring Creek
031300100104,Spring Branch-Spring Creek
031300100201,Breastworks Branch
031300100202,Upper Dry Creek
031300100203,Blue Creek
031300100204,Lime Branch
031300100205,Lower Dry Creek
031300100301,Upper Long Branch
031300100302,Lower Long Branch
031300100303,Long Branch-Spring Creek
031300100401,Susian Ford Creek
031300100402,Flat Creek
031300100403,Upper Aycocks Creek
031300100404,Sow Branch
031300100405,Lower Aycocks Creek
031300100501,Town of Colquitt-Spring Creek
031300100502,Upper Big Drain
031300100503,Middle Big Drain
031300100504,Lower Big Drain
031300100505,Town of Boykin-Spring Creek
031300100601,Upper Dry Creek
031300100602,Middle Dry Creek
031300100603,Lower Dry Creek
031300100604,Dry Creek-Spring Creek
031300100701,Headwaters Fishpond Drain
031300100702,Upper Fishpond Drain
031300100703,Middle Fishpond Drain
031300100704,Lower Fishpond Drain
031300100801,Iron City-Spring Creek
031300100802,Yates Springs-Spring Creek
031300100803,Spring Creek-Lake Seminole
031300110101,South Mosquito Creek
031300110102,North Mosquito Creek
031300110201,Fox Creek-Upper Flat Creek
031300110202,Lower Flat Creek-Apalachicola River
031300110203,Ham Pond
031300110301,Ocheesee Pond
031300110302,Ocheesee Creek
031300110303,Short Creek
031300110401,Graves Creek
031300110402,Sweetwater Creek-Apalachicola River
031300110403,Sutton Lake
031300110404,Kelly Branch
031300110501,Sutton Creek
031300110502,Iamonia Lake-Apalachicola River
031300110503,Outside Lake
031300110601,Little Gully Creek
031300110602,Big Gully Creek
031300110603,Florida River
031300110604,Kennedy Creek
031300110605,River Styx-Apalachicola River
031300110701,Cypress Creek-Indian Bayou
031300110702,Indian Bayou
031300110703,Searcy Creek
031300110704,Depot Creek
031300110705,Lake Wimico
031300110706,Saul Creek
031300110801,Little Owl Creek
031300110802,Juniper Cove Swamp
031300110803,Brothers River
031300110804,East River-Apalachicola River Frontal
031300120104,Five Points-Big Creek
031300120105,Spring Creek-Marshall Creek
031300120106,Buck Creek-Marshall Creek
031300120107,Marshall Creek
031300120203,Middle Cowarts Creek
031300120204,Lower Cowarts Creek
031300120301,Hayes Spring Run
031300120302,Waddells Mill Creek
